Date,Open,High,Low,Close,Volume
2024-01-08,146.8297470936227,149.73046651855114,146.72194917864786,148.5251007080078,6515500
2024-01-09,146.8689466968019,148.6525095672715,145.94776718816306,148.00572204589844,5606700
2024-01-10,148.73092446373175,148.85831114362531,145.27161124622575,146.81016540527344,5035700
2024-01-11,147.24136226494863,149.38751163490682,145.50680093189087,148.90731811523438,5995600
2024-01-12,149.15230268552006,149.34829484030666,147.35894531039906,148.22132873535156,4083700
2024-01-16,148.27031388749413,151.1514445948622,146.8395429068162,150.68104553222656,6528000
2024-01-17,150.0440703601574,150.67125416962816,147.19233766807136,150.29885864257812,6630600
2024-01-18,155.48295095042755,157.5213022375195,153.64059181621616,157.12930297851562,8133700
2024-01-19,159.31466807973166,164.9103213516766,159.05007043496784,164.57713317871094,9159000
2024-01-22,164.81232437534234,168.46764490914344,164.2831440179249,164.929931640625,7176400
2024-01-23,164.40069983320163,164.6358993583088,161.41178624196786,163.70492553710938,5053600
2024-01-24,167.9580211428847,172.43651690995236,167.25243749926247,170.6529541015625,9729000
2024-01-25,173.62228541962472,174.82765129126662,168.97719542058348,169.17320251464844,7234400
2024-01-26,165.68449804047611,166.17448588829924,163.28354562354875,163.5579376220703,6653700
2024-01-29,162.97976242849057,165.1357060592491,162.75437219588787,165.10630798339844,5370700
2024-01-30,163.97931787958808,165.78246938312347,162.4995601163456,162.91114807128906,5255300
2024-01-31,160.71602929724594,163.28356107781028,157.7369094799438,161.01002502441406,6049400
2024-02-01,162.14676811737152,164.38111127205215,161.52937870904842,163.62652587890625,4082600
2024-02-02,162.59754694246496,165.79226195998623,162.1467665480845,164.81228637695312,4740800
2024-02-05,165.22390216052585,168.83020540965754,164.9103027719534,167.66403198242188,5749100
2024-02-06,167.566052165512,169.2516115842735,164.1459315518026,165.3218994140625,4550100
2024-02-07,167.07605033615036,169.44758956344137,165.4492872035754,167.4778289794922,5103400
2024-02-08,166.586074986201,171.49574787064472,165.98828920977934,170.40797424316406,7327900
2024-02-09,175.45485972470897,182.4224882239916,175.0334773104945,182.1186981201172,9539900
2024-02-12,181.56007861647709,184.44120919393072,180.94268922038256,181.8246612548828,7085400
2024-02-13,175.02366703121277,178.54177622613665,173.39690377086197,176.6994171142578,9692500
2024-02-14,178.98278328549463,183.23587475833958,178.98278328549463,182.46170043945312,8437900
2024-02-15,185.2154161089422,185.6760059061075,182.64788443786665,183.90225219726562,8622900
2024-02-16,197.97469850192545,202.62958315689195,193.34921192220457,195.57376098632812,15557900
2024-02-20,191.67345604194662,191.9380536850657,182.39308436302971,185.3526153564453,11216100
2024-02-21,184.46910685375747,186.87411299062617,182.47638619933062,186.83485412597656,6977500
2024-02-22,194.6388707682239,197.84882609865295,193.05843551169667,196.06224060058594,10225900
2024-02-23,195.65979769945977,197.642692678624,192.99955614861068,193.53945922851562,5108100
2024-02-26,196.13095159012755,200.24401041618313,195.473257013392,199.8120880126953,6466600
2024-02-27,199.9888151694189,200.68578372803276,197.52491275921523,199.13479614257812,5167100
2024-02-28,194.84504228211762,195.52235891293304,192.88176920146037,193.9124755859375,6207900
2024-02-29,196.23896664727823,198.29058344549247,193.63762079809476,197.9175567626953,9449600
2024-03-01,200.02806844769376,207.49832261198694,199.82191819763176,206.38906860351562,7647400
2024-03-04,208.10693811271605,209.4517753252975,205.20128748056518,205.64303588867188,7089800
2024-03-05,203.93499376191508,206.88971439236025,201.01953200298863,203.58160400390625,6100200
2024-03-06,206.09455449544143,209.58917760336226,205.28962045461745,208.27378845214844,5642400
2024-03-07,209.31434408216813,210.32542846623124,207.62592812500594,208.7057342529297,6363100
2024-03-08,208.57812499351547,209.67756808882706,201.61832561426291,201.7852020263672,6940800
2024-03-11,199.5470482790788,199.5470482790788,193.98117163034257,197.672119140625,6566600
2024-03-12,200.13604247566917,201.24528146906928,195.6794046434862,201.17657470703125,7211300
2024-03-13,199.24276172141913,200.136054531809,196.26840432294236,196.87701416015625,5050300
2024-03-14,198.22184618954475,198.68321653104076,195.39474332723117,197.0635223388672,4934900
2024-03-15,195.7775916998587,197.58379931798495,193.3823961730203,195.00209045410156,9936400
2024-03-18,197.97645125841328,199.439095103142,195.96410832349727,197.0438995361328,5062300
2024-03-19,195.5223465486376,197.84883518753344,193.67688015495978,197.64268493652344,4624500
2024-03-20,197.30891592203238,202.13856520090295,195.14931884298042,201.2943572998047,4278000
2024-03-21,209.45178371424868,210.96351237362234,206.49706312159637,206.92898559570312,6145200
2024-03-22,204.68101574692045,207.8320754181979,204.6024830315913,206.38906860351562,3829200
2024-03-25,203.8171826909606,207.42959766886534,203.54232568084106,204.63194274902344,3137600
2024-03-26,205.93751803025108,207.33145506364616,202.77666223011573,202.87481689453125,3607400
2024-03-27,204.21964827322068,204.66139667547228,200.15567381402852,204.18038940429688,3123900
2024-03-28,203.7484800208957,203.83682371557842,198.98755173822246,202.44290161132812,5750100
2024-04-01,203.13000693502454,207.88113835143335,202.17783343604225,204.85769653320312,3189700
2024-04-02,202.78644353533716,202.78644353533716,199.66483208335814,202.3250732421875,4311400
2024-04-03,199.86119265988182,205.30926312303575,199.76302302077218,203.57177734375,3375600
2024-04-04,207.72409767967238,209.12783066681112,197.96662859919715,199.65504455566406,6242800
2024-04-05,201.13730257996076,205.6822841358481,201.13730257996076,204.03314208984375,3330700
2024-04-08,208.9511526852011,209.0885812004618,204.30801608541054,205.2012939453125,4435500
2024-04-09,207.4688832981825,208.20511068394103,203.81719426653353,206.546142578125,3659200
2024-04-10,205.05403520946092,207.77317234036806,204.29817095718468,205.4074249267578,4645300
2024-04-11,205.613574479974,209.4125026942367,204.53376840891528,209.0689239501953,4291600
2024-04-12,204.1803819953337,206.09457008082325,203.11040185762204,204.04295349121094,5854800
2024-04-15,208.00876474124647,210.5217667195556,200.51888856193443,201.90298461914062,4492500
2024-04-16,202.55087122661493,206.55594993240803,201.97170928815794,205.63320922851562,3749200
2024-04-17,202.30547346233755,203.1987663197631,194.46220699599962,196.21932983398438,6350300
2024-04-18,193.8437509992283,194.77630263110512,189.9662900170561,190.75160217285156,6219400
2024-04-19,190.69269439375552,191.1148058627797,184.7047209414181,186.28515625,6495200
2024-04-22,188.03248225247077,188.25825446269073,183.42860448281354,185.98086547851562,7149800
2024-04-23,186.75633833134202,190.92829332691733,186.48148131815552,189.69143676757812,4425900
2024-04-24,194.35422205433426,195.6990593078915,189.18099334490566,192.45965576171875,4609400
2024-04-25,192.67561695650457,194.80576642968728,190.0448382451918,193.8732147216797,4238300
2024-04-26,193.41183548180658,200.24403200941575,193.41183548180658,199.64523315429688,3933500
2024-04-29,199.77285861023546,201.52017055589482,198.07463149017937,201.49072265625,2789200
2024-04-30,199.92991002266652,202.05024851972848,194.92357271295236,195.00209045410156,3898200
2024-05-01,192.47929006567207,196.99480905707048,189.15154287192817,190.42767333984375,5815500
2024-05-02,192.6559713529178,194.83520555015673,189.73069881859809,194.2756805419922,3523200
2024-05-03,198.29059197583115,201.50054783201819,196.2782339625375,200.3422088623047,3818500
2024-05-06,201.5397696457688,205.33869777261575,200.5483222604893,205.0245819091797,3638500
2024-05-07,205.3976494270997,205.62342165313007,203.41473928322796,203.51290893554688,3200900
2024-05-08,202.12878454668768,204.14114245936474,200.99008255979138,203.55215454101562,2932300
2024-05-09,203.55216113583154,204.42581708991753,201.94227774924883,202.54107666015625,2758200
2024-05-10,204.96570158933707,208.66647534128097,204.69084457111893,205.8786163330078,3502900
2024-05-13,204.5730264718372,204.64174821180876,201.66739102063423,202.83554077148438,3526900
2024-05-14,202.06005588110776,206.24183700533237,200.95081680883123,205.96697998046875,3442200
2024-05-15,208.59776772951062,213.6139311197025,206.97807340680964,213.4961395263672,5820900
2024-05-16,214.21271440961914,214.73298054705785,209.99167453914873,210.0996551513672,7977900
2024-05-17,212.42613246941292,215.33178309808662,206.3694370658106,208.1854705810547,8031800
2024-05-20,208.254196568421,217.6779138234641,208.21493769540032,215.9109649658203,5954500
2024-05-21,213.99673859008098,216.21523149693596,211.84695244345139,215.76368713378906,3918200
2024-05-22,216.86513874829063,217.0716498364421,212.64623216249018,214.53440856933594,5047000
2024-05-23,221.27088002012943,221.33972705229712,212.7445772440608,214.3377227783203,5806600
2024-05-24,216.55043745483198,219.4220400416433,215.01629504600464,217.22900390625,3795700
2024-05-28,218.4681318139012,219.52040508678812,216.2357650676475,217.6519012451172,5509400
2024-05-29,213.98370104792232,216.99298278791872,213.56083498911562,215.4195098876953,4718800
2024-05-30,214.3574181623629,216.04891249112936,211.92835415556087,212.95111083984375,4059200
2024-05-31,213.15760910782555,214.88843365739905,205.55572948754443,211.51528930664062,13548700
2024-06-03,214.71142451872885,214.73109724258964,205.46721007595326,210.6597137451172,3828100
2024-06-04,210.25651286417144,210.79740024525933,205.56556594948856,208.70269775390625,4379600
2024-06-05,215.96040170757195,220.9955391006347,214.57376715012683,219.66790771484375,7887900
2024-06-06,217.9961074200189,219.5597516449269,215.39003371183887,218.0747833251953,3951200
2024-06-07,220.49399197636916,220.8283532785144,216.43243702242202,218.05508422851562,3627200
2024-06-10,216.06857641415993,225.03741853176578,215.9899005176678,224.37852478027344,4796900
2024-06-11,223.50327583078598,226.2568721815557,220.91686013267713,226.1585235595703,4768600
2024-06-12,227.59431533131837,234.44879705749088,226.95509431190993,233.7112274169922,5573500
2024-06-13,227.63363687108108,234.40944198981768,227.5844625657013,233.6128692626953,3682400
2024-06-14,230.20041236339685,234.31112677775894,229.74802969766796,233.1015167236328,3306500
2024-06-17,232.74747413823837,239.2479218418519,232.35410966535323,238.8348846435547,4974600
2024-06-18,238.7561986216295,245.28614763346542,238.0776321796733,243.72250366210938,5256900
2024-06-20,242.90627890349592,243.7225244754173,234.70450774355342,236.01246643066406,7045000
2024-06-21,234.37015106363117,234.52748785912564,228.97113554991242,231.5083770751953,15289800
2024-06-24,229.1383005038773,231.50836120492394,225.62746182980916,226.03067016601562,5928700
2024-06-25,227.2107754775827,230.66261093445902,224.75221005514314,230.3872528076172,4594900
2024-06-26,231.10514986270903,232.99332630768873,226.97476295144762,228.32205200195312,4818700
2024-06-27,233.56373128283417,233.87843488149676,227.95820473322485,228.6761016845703,4309600
2024-06-28,231.44935845270234,237.29089738187207,230.0332223465184,232.07875061035156,6387400
2024-07-01,232.93433231078959,234.4094716233195,229.2169824436857,233.4752197265625,4239600
2024-07-02,231.12480664163678,237.0056905286227,231.12480664163678,236.86801147460938,3510600
2024-07-03,237.63508497967862,240.66403920376806,235.87475884270773,239.27740478515625,2768800
2024-07-05,240.63455215752802,240.6640537421835,236.87785698187625,238.56935119628906,4076200
2024-07-08,239.08076519947244,243.08330238393938,239.08076519947244,242.2080535888672,3782100
2024-07-09,243.8896799325354,247.9512346462005,243.37829414393033,247.3021697998047,4889900
2024-07-10,248.80683553291217,251.64893672987057,246.505621762204,250.7441864013672,4258100
2024-07-11,251.3342236017576,251.3342236017576,237.10404628009633,237.26138305664062,5623800
2024-07-12,237.6056099456362,244.64694529206554,236.55333668594065,239.36593627929688,5396300
2024-07-15,240.46735794611172,244.68624937870564,239.5724365796582,241.48028564453125,3674300
2024-07-16,242.86691986446885,243.4176360877028,237.9301165675219,241.76547241210938,4124800
2024-07-17,227.4074600584124,229.4529881767335,216.1177174627233,216.42259216308594,10538900
2024-07-18,218.46812731101895,218.6451518325007,209.71564001385315,214.04270935058594,7715800
2024-07-19,213.89518773369238,214.66225893061082,206.1949591745724,206.77517700195312,6517100
2024-07-22,212.64623963375698,220.375970042744,209.82381128664565,219.76625061035156,7515600
2024-07-23,216.79628062390717,218.27141977309125,214.99660906119564,216.00953674316406,3635300
2024-07-24,213.7673140700891,214.16069349064873,202.12355332755394,203.1069793701172,9263400
2024-07-25,203.71671661395533,205.74258704458444,197.00975821743788,198.96678161621094,9961400
2024-07-26,203.5593899645458,204.9066790263759,199.4486607378818,203.04800415039062,5209000
2024-07-29,204.84769816477308,209.00758714863397,201.49421093153967,202.16294860839844,4199200
2024-07-30,204.8083377349486,205.70325919027024,192.10247286259832,193.47927856445312,7652600
2024-07-31,202.6841533930577,209.34193821149773,201.11066541192727,208.68304443359375,11123700
2024-08-01,200.74678305359515,205.61473945253414,189.13252272415681,193.0465545654297,11268300
2024-08-02,184.75628302952128,186.42811964334558,176.65286041031558,178.79672241210938,12991600
2024-08-05,172.25691300074905,184.06785462926328,168.7657474717812,178.8753662109375,10079100
2024-08-06,180.2817249707496,185.3856951020812,177.31177320386263,180.27188110351562,5803900
2024-08-07,186.8509793841795,188.22777007202149,174.99086172526341,175.55140686035156,6652100
2024-08-08,182.18954291931135,187.66723437211544,178.1870058574931,187.39187622070312,8637100
2024-08-09,186.86079155636915,190.11594461672897,184.933284765528,188.0113983154297,5050800
2024-08-12,188.32612637587118,193.14490898574226,187.19519219372603,189.8897705078125,5568100
2024-08-13,193.18421615651266,198.48488197931982,190.5092960932072,197.47195434570312,6198900
2024-08-14,199.3306372658407,201.41549578189708,194.45283724013984,198.2882080078125,5377900
2024-08-15,203.87406265265616,209.4697595698063,201.73020095472268,208.31915283203125,12073500
2024-08-16,201.55319565284793,205.42789726187502,197.84567469625438,204.4542999267578,11644600
2024-08-19,203.56920736762092,207.61108933153255,199.1437898161509,207.44390869140625,5285400
2024-08-20,205.82127809327667,207.09973524947785,200.96316490914268,202.7431640625,4860300
2024-08-21,204.6018250153388,206.5195031145092,203.14635843313422,205.65408325195312,4460500
2024-08-22,205.56539405083657,207.2502670751369,196.51038552386578,197.25921630859375,6621900
2024-08-23,199.19044426862632,202.80653326988644,197.23951796827532,199.6929473876953,5296400
2024-08-26,197.72233214365843,198.30366195353733,192.2834118857579,193.34754943847656,7333900
2024-08-27,191.91885443094154,193.90918664341672,188.9727694500063,192.89431762695312,6632500
2024-08-28,191.82032532197357,193.7515413669289,187.99732912346053,190.05662536621094,6412500
2024-08-29,193.78109383353438,195.3970031159426,188.85453930977144,190.14529418945312,6730300
2024-08-30,194.62846491603958,194.9339088958385,189.72162074184243,194.3624267578125,7313800
2024-09-03,190.24381190316828,191.2192750119236,179.81922178925512,180.6764373779297,12163400
2024-09-04,177.34611161441308,181.61250955088076,174.82370311955285,179.7010040283203,6378100
2024-09-05,176.4100678221424,181.04104136603772,175.27696623098203,177.5924530029297,6495000
2024-09-06,176.8633015950521,178.0555343658974,170.84305156332752,172.18307495117188,8887900
2024-09-09,174.4985686625972,175.92726647916027,172.00573325610165,174.94195556640625,7492500
2024-09-10,175.35577415747946,175.88783540420738,171.55247365383366,175.43460083007812,5367900
2024-09-11,177.59244063770933,183.67180703894235,172.83338722382038,183.20870971679688,8187100
2024-09-12,181.65191559225252,182.41060918437486,177.4052280780167,180.51881408691406,8011700
2024-09-13,182.57811948119232,186.02670775782437,182.23325463966844,185.70155334472656,4851300
2024-09-16,182.28248152257302,185.14973929970313,180.44980299885202,184.8245849609375,5915800
2024-09-17,186.71641496689898,187.7017258638219,183.24811640002787,185.8197784423828,4026100
2024-09-18,187.95789305206407,188.8446818412444,183.021491087167,183.40576171875,4266900
2024-09-19,191.6922357436755,195.4167096873691,190.0763264931558,193.8205108642578,7326100
2024-09-20,191.49517452993516,192.65783414555887,186.68685264985567,189.33734130859375,14306900
2024-09-23,191.56415075071,192.76623129777255,189.8595670377712,191.18972778320312,4457900
2024-09-24,193.62342719629808,194.94375514441617,190.91382239412962,193.88946533203125,4849700
2024-09-25,192.42134999482326,197.34790426309274,192.42134999482326,194.41168212890625,5060100
2024-09-26,207.72323859151518,209.03368877876602,199.52544518268581,206.531005859375,7849800
2024-09-27,207.97941527304033,208.2257429846531,201.00341267600905,201.90989685058594,4524800
2024-09-30,198.0474823602586,201.30885889308493,195.771416684946,199.08206176757812,5746000
2024-10-01,200.4220860175397,201.06253206388294,190.7955946875479,194.3032989501953,6930100
2024-10-02,194.924057604827,201.50592721551314,193.85007232964367,198.19528198242188,5536600
